,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,target
55491,33.0,18292.21,1477.3508333333332,8,7,25,7.0,49,18.0,20.73,8.0,3489.9,34.354297701595286,6.583,103.58768147436204,117.285,206.863,1
1869,52.0,33200.52,2755.71,6,4,20,2.0,25,18.0,9.59,4.0,1290.73,29.959100717348267,17.833,28.064296618865253,281.806,255.7,1
7878,35.0,20516.18,3093.745000000001,5,7,17,4.0,8,14.0,8.76,1.0,232.52,25.62644545492863,18.583,56.37071107419772,40.981,319.317,2
29678,32.0,50686.32,4451.86,5,4,19,2.0,30,12.0,14.01,9.0,145.46,34.65139530857905,9.833,61.68673695395108,10000.0,299.494,1
54712,26.0,21440.93,1555.7441666666666,5,3,9,3.0,27,14.0,6.15,1.0,969.29,27.879889168614177,32.583,35.27302502352533,135.926,263.598,1
4379,17.0,10119.76,1067.3133333333335,10,6,31,4.0,53,23.0,7.16,11.0,1388.38,33.546318517709395,15.333,18.93990492253925,50.49,327.301,0
58957,39.0,57818.72,4864.2266666666665,7,7,21,2.0,51,16.0,4.09,12.0,2348.77,35.495227931481274,14.333,73.70957047589215,103.616,559.097,1
19518,36.0,31892.18,2932.681666666667,5,3,20,2.0,21,17.0,4.14,5.0,507.01,29.38177149160772,32.333,38.14402700101223,39.766,455.358,1
59833,32.0,85770.42,7386.535,4,6,3,2.0,13,9.0,9.4,2.0,257.8,31.239697887731253,16.75,75.05142237034735,711.354,232.248,1
22672,35.0,34323.26,3093.745000000001,1,4,9,3.0,2,2.0,9.94,3.0,358.47,24.579179746370773,24.667,63.30212610715235,231.198,258.928,2
64085,25.0,81259.36,6930.26911988602,7,7,31,6.0,48,16.0,2.08,14.0,2151.93,25.56581214703342,9.75,405.1977058766813,464.697,188.311,0
53092,44.0,71015.07,5866.9225,7,7,3582,4.0,6,11.0,14.16,4.0,1244.36,25.44441277303953,28.917,139.2783643038279,283.168,434.246,1
8469,42.0,47899.86,3852.655,3,5,23,4.0,9,13.0,19.59,11.0,2359.68,33.93184921498941,12.167,137.97591889523923,140.811,356.479,0
41143,30.0,63473.6,5385.466666666666,5,7,20,5.0,30,17.0,16.93,11.0,1029.31,28.6774613295434,14.25,163.30855635661297,442.699,212.539,1
7911,55.0,76046.25,3093.745000000001,7,3,16,3.0,17,19.0,3.29,9.0,91.84,22.548634538831447,30.667,172.98551542126657,10000.0,60.978,1
1179,20.0,33502.1,2890.8416666666667,7,9,27,6.0,57,20.0,7.06,9.0,2362.68,32.981167608798465,18.167,158.60792715213003,72.569,307.907,0
14878,23.0,16674.26,1104.5216666666663,6,6,6,4.0,8,19.0,9.11,13.0,2187.49,40.65320249222753,18.083,29.62010595462748,65.249,305.583,0
36122,20.0,37679.14,3267.9283333333333,10,6,17,5.0,34,18.0,22.42,7.0,4857.87,38.45067445160136,10.333,95.41117062152838,255.898,265.483,1
8137,46.0,170131.24,14153.603333333333,5,3,4,0.0,10,11.0,6.17,3.0,798.78,29.9569569360471,30.75,0.0,1038.268,657.092,1
66883,29.0,111404.52,9473.71,1,1,11,3.0,2,14.0,8.46,0.0,459.86,38.628914262074325,29.833,155.87998434634162,321.013,730.478,2
23016,19.0,41209.68,3413.14,6,7,31,7.0,48,21.0,9.23,10.0,1801.46,33.452119503707145,6.667,127.74772013762036,67.884,385.682,0
36001,33.0,41770.21,3652.850833333333,0,7,4,2.0,4,4.0,11.13,1.0,1174.56,27.344177091160844,18.917,51.922734311067565,140.517,452.845,2
19190,44.0,73083.44,6264.286666666668,7,9,28,6.0,38,14.0,1.48,6.0,2549.27,29.32600763796652,5.917,232.32524281279763,75.633,558.471,0
33778,26.0,164580.36,13871.03,5,3,10,3.0,11,11.0,7.37,3.0,922.89,36.83071366732528,19.833,352.2489976155003,261.922,1012.932,2
60988,28.0,35511.53,3093.745000000001,6,4,20,3.0,7,17.0,14.09,0.0,1109.03,24.22144972306039,24.5,69.96656223184304,243.52,281.943,1
69279,51.0,22336.27,1669.2740573779556,4,4,6,4.0,15,4.0,8.43,3.0,506.06,37.1969626332922,29.333,177.552865745109,19.56,337.604,1
30086,27.0,57437.4,3093.745000000001,9,5,31,7.0,39,16.0,15.85,7.0,2625.73,39.52611374635429,9.333,175.0096263802841,101.17,455.465,0
29816,22.0,90562.83,7299.9025,3,4,1,2.0,3,11.0,6.38,2.0,1217.99,35.530842866079524,17.083,147.2207734718398,208.321,624.449,2
8466,42.0,47899.86,3852.655,3,5,23,4.0,13,11.0,21.59,11.0,2359.68,29.79379797451168,11.917,137.97591889523923,266.528,270.761,0
24407,17.0,8264.75,3093.745000000001,7,10,26,5.0,43,18.0,1.35,11.0,2534.19,30.0679618611854,15.167,27.458546904719327,32.992,289.123,0
17549,31.0,16014.16,1402.513333333333,7,6,29,9.0,23,14.0,9.47,9.0,1280.01,23.253157762803703,9.5,76.2232106832582,78.557,265.471,0
33449,39.0,21949.16,1927.0966666666664,4,6,4,0.0,6,5.0,4.53,3.0,1420.73,29.61308981211864,32.833,0.0,135.926,370.089,0
46035,26.0,122705.73,3093.745000000001,5,6,6,3.0,13,12.0,0.34,5.0,1004.82,25.141564488686505,20.917,200.3156920844776,135.926,623.586,0
22621,34.0,17078.485,3093.745000000001,3,7,10,2.0,1,12.0,10.01,3.0,1048.53,34.81784937933116,18.25,22.18158194710025,44.724,348.715,1
13366,14.0,17206.61,1523.884166666667,10,8,33,8.0,36,17.0,1.85,10.0,3218.04,37.17909940273528,18.25,65.32208336856283,32.644,294.422,1
42018,27.0,175191.4,14862.283333333333,2,3,3,1.0,24,12.0,2.8,2.0,436.11,35.655003287774704,20.083,123.71728347767994,1053.795,588.716,0
25423,38.0,82796.52,6927.71,3,5,6,1.0,22,21.0,18.06,7.0,966.79,28.991412991072902,19.667,55.12145259502531,90.962,786.687,1
64878,50.0,39491.26,3093.745000000001,7,5,9,0.0,9,197.0,1.1,3.0,730.89,33.130069388596304,18.667,0.0,10000.0,473.196,1
63976,37.0,134124.0,10886.0,0,3,11,1.0,0,12.0,9.29,4.0,787.5,44.5676431372636,16.333,106.79203845507116,177.38,1054.428,1
23294,34.0,55835.7,4617.975,9,5,1350,8.0,22,21.0,27.19,13.0,2802.64,35.86449920071586,8.583,269.2535212466654,107.418,335.126,1
35276,18.0,8285.085,592.4237499999998,6,6,33,5.0,50,16.0,18.56,7.0,1821.76,32.222576790891004,15.0,18.84763609485034,25.213,275.182,1
52312,44.0,50643.18,4465.265,9,7,34,8.0,48,20.0,7.81,12.0,1513.28,32.6265253992642,10.333,217.43057422533448,112.262,366.834,0
11279,26.0,111456.21,9328.0175,1,7,7,3.0,4,8.0,4.91,4.0,317.32,36.36873275036481,30.333,154.3973902016557,199.783,828.621,2
35399,44.0,34014.64,2742.5533333333333,4,4,21,7.0,22,11.0,15.58,9.0,1706.37,31.99192833700731,9.333,99.50967879433294,129.814,334.932,1
1774,43.0,29042.45,3093.745000000001,3,5,5,1.0,5,16.0,9.72,4.0,1092.55,31.923411152729283,24.167,16.756706537779973,144.319,334.145,1
2087,55.0,36154.19,3247.849166666667,5,3,3,2.0,9,8.0,10.39,2.0,651.85,37.73210182207949,19.833,30.645027242347588,135.926,346.541,2
23553,37.0,20967.39,1932.2825,7,6,28,8.0,42,22.0,8.77,10.0,4094.0,35.40379812197565,4.667,99.51025966713917,26.044,317.674,1
9834,28.0,80892.92,6767.076666666668,8,5,23,6.0,9,13.0,14.11,11.0,1701.02,28.36838722041733,6.75,250.5471427140596,87.737,588.424,0
13429,28.0,73623.22,5919.2683333333325,5,3,4467,2.0,11,13.0,10.52,4.0,74.48,33.01077860605509,32.0,91.92554900647986,251.578,498.423,2
64353,52.0,55877.54,4477.461666666667,4,5,11,1.0,24,14.0,10.38,3.0,592.24,31.424250841109032,22.167,46.35492672552254,457.275,224.117,1
69833,44.0,32507.89,2784.9908333333333,7,6,10,4.0,25,11.0,8.22,0.0,1301.81,25.52135159898819,21.5,97.43370539023933,135.926,243.344,1
25591,34.0,16706.97,1364.2475000000004,6,7,28,-100.0,44,16.0,9.56,11.0,3987.25,31.36897779873908,11.25,70.36748553061265,23.69,282.367,0
35289,27.0,38036.61,3093.745000000001,2,3,2,2.0,12,8.0,4.84,4.0,241.07,41.71286555730459,16.833,33.31106410568741,212.194,352.566,1
31361,19.0,11436.15,3093.745000000001,4,7,14,4.0,12,10.0,16.33,4.0,339.47,31.5820929590001,18.917,23.059579305968043,31.489,318.753,1
36123,20.0,37679.14,3267.9283333333333,10,6,17,5.0,34,18.0,22.42,7.0,4857.87,26.1610141093205,10.417,95.41117062152838,28.795,442.586,1
5417,43.0,20133.61,1671.8008333333337,8,7,18,6.0,12,18.0,8.1,5.0,1265.65,36.023675018217006,12.917,54.97308367155193,112.017,290.19,0
32116,54.0,10943.535,3093.745000000001,6,4,8,2.0,5,16.0,9.4,2.0,593.95,40.237500449928206,31.25,16.71590242996404,33.539,332.941,0
3315,26.0,13065.87,1359.8225,5,6,13,2.0,14,8.0,-1.28,5.0,1203.17,28.68321633321597,22.0,16.03971007504952,85.175,324.767,1
4376,17.0,10119.76,1067.3133333333335,10,6,31,4.0,50,23.0,5.16,11.0,1388.38,32.93609629707282,18.25,18.93990492253925,111.55,266.242,0
45036,43.0,20957.27,1990.4391666666668,8,5,30,9.0,16,17.0,17.38,12.0,4912.34,37.749986092572925,11.667,113.64602833714936,140.45,234.948,1
48295,33.0,42515.6,3447.9666666666667,3,4,11,3.0,18,13.0,4.8,761.0,629.75,27.766402428664268,16.0,103.30266461600232,52.659,428.835,1
12502,48.0,17620.615,1414.3845833333337,0,5,4,4.0,7,14.0,4.44,2.0,1086.69,35.68062055131759,15.75,36.92794257933878,96.497,278.013,0
37723,28.0,55245.88,3093.745000000001,3,3,12,2.0,11,18.0,11.32,6.0,137.95,28.35820265973935,10.333,54.55618079489176,236.395,455.231,1
43738,52.0,43249.78,3538.148333333333,5,5,5,3.0,8,2.0,11.43,5.0,1475.99,23.739566602807265,32.0,97.25829537419808,414.994,131.563,0
68045,21.0,21825.32,3093.745000000001,4,5,12,4.0,16,8.0,7.73,1.0,428.44,37.49323001898921,31.333,144.77124645189716,84.438,341.779,1
52801,46.0,32959.87,3093.745000000001,2,5,12,4.0,5,10.0,0.69,0.0,1030.14,24.884593309142907,17.417,60.94074569581397,148.916,355.908,0
34314,36.0,47091.42,3962.285,5,5,16,4.0,6,14.0,19.67,6.0,629.67,29.239088558472123,9.417,146.47438531859015,382.886,146.868,1
67929,30.0,38735.57,3187.964166666666,2,4,3,2.0,15,11.0,8.06,2.0,800.94,34.980590703946426,16.917,43.94375079661637,38.303,486.549,2
46959,14.0,8266.92,534.91,9,9,29,9.0,35,15.0,28.88,13.0,4955.51,29.35413638509673,9.25,55.54806951357907,57.638,230.305,1
67535,41.0,35848.82,3219.401666666666,3,4,12,3.0,22,16.0,0.69,5.0,1309.04,32.507245998376995,24.167,53.63901215296868,25.045,483.256,1
45137,18.0,127464.8,10572.066666666668,7,4,14,1.0,26,17.0,10.98,0.0,917.37,37.057341502144034,18.333,85.26475732495409,974.626,277.316,1
69889,33.0,34758.2,2979.5166666666664,1,2,6,3.0,8,6.0,8.81,1.0,1005.29,41.28693719196629,20.5,79.56813193494618,135.926,389.078,2
65829,48.0,31318.22,2508.851666666667,7,4,14,3.0,14,14.0,9.16,1.0,1121.05,24.88741018370469,18.25,65.49831071064018,176.938,288.449,1
17293,35.0,65644.4,5275.366666666666,10,9,32,6.0,33,14.0,9.4,6.0,3057.46,39.144052025582994,9.167,279.68481669606626,331.469,176.383,1
46133,49.0,143961.64,12106.803333333335,4,5,16,2.0,6,14.0,2.95,6.0,202.76,25.30745791270076,18.25,215.3274883500914,824.975,460.377,1
34030,29.0,37580.34,2836.695,5,2,7,4.0,4,13.0,8.88,2.0,471.32,22.85001842619028,31.417,93.4743330007845,227.675,242.52,2
33326,17.0,73947.24,6008.27,9,8,21,7.0,55,20.0,2.6,6.0,2691.9,33.446124194424485,14.083,306.6170152867021,173.825,400.385,0
43665,18.0,19098.69,1509.5575,8,10,22,9.0,45,18.0,26.84,10.0,4964.77,32.74647880317378,11.75,15159.0,95.157,250.376,1
67318,27.0,29416.81,2742.4008333333336,8,4,14,3.0,8,15.0,9.97,3.0,133.18,35.134601053888346,20.917,37.72392586540551,99.937,386.579,1
13115,34.0,19562.47,1713.2058333333334,3,3,9,3.0,7,9.0,15.35,10.0,712.22,40.11408654274642,9.0,30.784137786092096,36.128,364.408,1
17646,16.0,32196.04,2843.0033333333336,10,8,17,8.0,29,19.0,3.6,8.0,1661.03,24.000983314732128,18.25,164.2565162234063,321.021,89.023,0
36636,27.0,27032.89,3093.745000000001,6,4,17,3.0,10,20.0,22.61,7.0,1181.93,25.62117230304352,25.083,55.0810367477324,118.698,294.795,1
27641,25.0,45230.85,3471.237500000001,7,7,26,6.0,16,20.0,10.23,9.0,1712.99,26.772958993496093,8.0,212.673007399911,106.189,308.261,0
62888,30.0,23054.08,2052.173333333333,3,3,16,0.0,6,8.0,19.85,0.0,573.89,31.36263807743048,25.75,0.0,53.18,402.037,1
9206,31.0,78290.36,3093.745000000001,6,3,13,0.0,30,14.0,9.59,3.0,952.61,33.619130795685216,23.667,0.0,879.635,75.184,1
36573,46.0,34652.7,2975.725,6,7,14,3.0,4,14.0,11.56,4.0,1096.33,30.17464123788799,20.167,64.68031229517283,135.926,229.584,1
51291,28.0,35223.94,3093.745000000001,7,4,17,3.0,18,16.0,18.56,8.0,1269.36,35.54591020990819,21.5,61.91473592305071,339.935,173.083,1
30618,40.0,50063.36,3909.946666666666,5,7,9,4.0,13,18.0,3.38,3.0,608.79,32.182841209687034,23.917,127.3796130262434,135.926,469.134,1
6349,36.0,16192.1,1284.3416666666667,9,9,30,9.0,50,20.0,5.63,12.0,1860.55,23.52005941754085,18.25,64.65800880906474,103.933,239.843,0
17865,23.0,16106.15,1444.1791666666666,8,3,10,3.0,18,14.0,7.52,5.0,109.59,36.086401920618414,19.25,35.4909545861339,86.153,302.774,1
26351,44.0,50043.26,4014.271666666666,5,5,9,5.0,19,14.0,4.39,13.0,1208.82,30.29775995937776,7.917,142.2408760734134,53.626,445.561,1
15160,19.0,32186.31,2957.1925,4,1,2,1.0,15,10.0,3.75,2.0,305.84,31.91505625348403,26.917,19.711000450166253,106.927,419.082,2
62526,47.0,17228.775,1460.73125,4,3,20,0.0,30,20.0,15.53,4.0,862.64,22.73222973110359,33.083,0.0,65.074,360.999,1
49662,42.0,53876.88,4566.74,8,7,19,5.0,56,8.0,19.96,14.0,1341.25,31.01788695903777,19.667,168.70970757634092,270.824,277.14,0
62951,39.0,59893.26,5052.105000000001,6,3,9,1.0,11,19.0,3.89,2.0,1457.41,31.95101883250497,21.667,40.78819745724682,150.612,573.81,2
18963,35.0,61351.77,3093.745000000001,8,10,18,5.0,35,22.0,7.27,9.0,2240.52,39.53499294043469,17.083,183.41302945599608,164.858,411.494,0
55836,37.0,17238.11,1599.509166666667,8,8,23,9.0,47,16.0,1.46,11.0,1500.09,32.85537157456387,18.25,84.144303350945,137.185,228.621,0
1331,17.0,15604.56,3093.745000000001,9,5,25,3.0,27,23.0,8.08,2321.0,2686.18,37.98187464065877,19.583,37.91235014270589,169.061,221.965,0
62770,15.0,26065.91,2342.159166666667,7,5,9,2.0,6,16.0,14.87,6.0,388.24,33.06860124904851,8.083,22.152921997786848,169.267,332.796,1
17042,23.0,31856.05,2573.670833333333,3,1,5,3.0,12,3.0,3.21,2.0,1178.38,32.252135545423066,30.083,66.88655449804094,34.399,406.081,2
67348,30.0,39928.5,3375.375,3,5,8,4.0,9,16.0,9.17,3.0,461.43,32.61582232691,28.417,76.00051094936124,92.481,419.056,2
31161,31.0,81008.58,6728.715,8,6,5,0.0,18,18.0,9.34,3.0,249.08,28.69132535831873,22.667,0.0,306.996,655.876,1
19321,42.0,14378.24,1311.1866666666667,7,8,30,6.0,24,10.0,18.45,10.0,1823.61,31.31767733104948,10.667,57.85350079287682,37.327,285.938,0
15305,35.0,60830.92,3093.745000000001,0,1,11,4.0,11,3.0,7.41,1734.0,133.63,25.21894314795165,18.25,159.79934699914432,94.507,490.118,2
45825,41.0,178969.48,14647.123333333337,0,5,1,4.0,11,7.0,2.87,4.0,667.15,27.397972434148656,21.167,554.1672740684295,287.65,872.895,2
15624,36.0,28485.95,2639.829166666667,8,5,5,1.0,16,15.0,19.51,3.0,339.45,33.51092487063549,32.917,17.43495131492973,103.486,393.062,1
20575,21.0,39024.34,3166.028333333333,4,5,33,2.0,5,20.0,9.22,12.0,2201.24,40.13874775780778,13.333,58.201104111484185,176.204,362.198,1
56747,27.0,16268.51,1447.7091666666668,7,7,19,-100.0,18,20.0,9.4,4.0,2181.28,37.92947482755136,17.583,25.12606049668636,39.144,350.501,1
28181,49.0,68721.08,3093.745000000001,5,7,4,1.0,12,12.0,8.55,7.0,130.89,25.87194407742676,23.167,47.835726216524,194.699,563.541,2
2918,32.0,33386.25,2851.1875,7,5,11,3.0,29,10.0,9.97,6.0,1343.67,29.69328164987493,14.25,77.54612496646651,80.662,376.911,1
64983,36.0,17273.83,1276.4858333333334,4,3,8,1.0,3,4.0,9.68,5.0,210.93,36.13739523734292,18.25,9.457421886806204,71.417,326.774,2
36810,32.0,9529.855,688.1545833333333,9,8,26,3.0,45,18.0,7.2,7.0,1818.36,32.70015852087955,6.75,12.010942528772643,135.926,277.305,0
47367,30.0,22709.37,2115.4475,6,5,19,2.0,20,11.0,17.62,8.0,412.53,35.801291803190885,26.667,77114.0,99.746,366.36,1
10097,27.0,20060.23,1873.6858333333328,6,5,34,-100.0,15,19.0,25.32,12.0,2844.99,30.55012535804752,18.25,148.52392678361446,62.172,226.673,1
797,27.0,17759.1,1533.925,6,8,19,5.0,24,14.0,5.2,10.0,3598.39,35.28592080709959,5.167,64.55062048800421,157.367,211.475,0
54341,27.0,35540.74,3232.728333333333,3,5,2,2.0,6,0.0,9.45,1.0,1148.21,28.97207403302421,31.833,52.41216561965096,46.641,474.22,2
9458,31.0,95999.44,3093.745000000001,7,3,7,0.0,29,20.0,10.78,3.0,1090.59,39.53808620982274,23.25,0.0,216.799,825.797,1
25456,29.0,39576.59,3199.049166666666,0,7,2,4.0,18,14.0,4.62,1.0,226.37,23.086306415385828,19.333,124.31083909356008,52.589,383.005,0
70199,45.0,84687.54,3093.745000000001,0,3,1,1.0,9,10.0,8.75,4.0,69.41,31.22002562182804,18.25,64.18217564635987,150.307,719.44,1
61375,44.0,18355.27,3093.745000000001,6,6,32,6.0,59,16.0,3.33,11.0,2646.0,36.484596062572905,9.417,62.56128541584621,85.048,283.251,0
52059,22.0,107765.7,3093.745000000001,7,5,7,4.0,22,9.0,3.25,6.0,1134.39,33.3768093063776,28.333,261.2601642072028,104.016,782.971,1
50219,20.0,17951.715,3093.745000000001,5,5,9,0.0,13,13.0,6.72,3.0,441.46,40.17886333656283,17.5,0.0,20.577,370.521,1
39722,34.0,7708.69,379.39083333333326,8,6,25,5.0,57,13.0,28.96,11.0,4147.58,35.68793957172316,1.833,26.588314314046865,0.0,251.768,1
50802,37.0,8461.285,699.1070833333333,9,9,20,5.0,20,25.0,9.37,7.0,3822.75,33.583084583157174,5.25,34.02785836054286,42.554,283.329,0
38535,14.0,133444.08,10847.339999999998,5,3,13,7.0,16,15.0,17.04,11.0,217.91,37.25856856155757,15.25,24753.0,845.328,336.71900000000005,1
10493,39.0,26282.47,2125.205833333333,7,5,17,2.0,21,19.0,4.68,4.0,1007.91,37.57046089062575,17.167,23.409291173613912,77.296,361.815,2
33772,41.0,15636.605,1575.050416666667,8,7,3,4.0,27,10.0,7.75,4.0,592.29,34.84397126611654,33.417,43.51634815422617,96.198,277.791,1
42764,49.0,19462.925,1611.9104166666666,1,1,8,4.0,8,10.0,5.51,3.0,160.3,35.56408384314118,32.083,45.06423081358449,159.946,246.181,2
62618,40.0,98136.72,8433.060000000001,2,1,5,4.0,5,0.0,5.37,4.0,1167.83,32.223889897358724,21.833,200.8820832930128,410.651,511.773,1
52669,51.0,88783.92,7405.66,2,1,6,4.0,4,10.0,10.33,0.0,522.23,30.365195273476747,18.667,160.5243372206725,251.916,578.125,2
10496,23.0,14790.965,1369.580416666667,5,7,17,1.0,6,16.0,10.64,6.0,1382.27,33.919638272658204,5.583,10.899070864736256,51.082,364.977,1
18765,31.0,99912.57,3093.745000000001,1,5,5,1.0,19,6.0,5.13,1.0,148.57,39.70179069060872,22.583,64.37027167878978,485.069,592.065,1
12475,53.0,32276.42,2958.7016666666664,5,6,17,1.0,24,3010.0,9.03,3.0,615.38,23.69613984442545,31.833,19.544753423587498,261.11,305.216,0
58236,41.0,51172.62,3093.745000000001,3,5,22,-100.0,20,12.0,13.09,12.0,1980.82,28.803079989575465,15.0,159.8717559027629,316.174,216.092,1
29508,19.0,29651.23,2460.935833333333,6,5,6,2.0,17,15.0,8.62,2.0,1217.99,35.022567144341984,27.583,37.90300631081737,186.639,311.551,1
19168,43.0,64090.04,5237.836666666667,4,7,8,2.0,0,11.0,6.7,4.0,386.16,25.616561002818628,18.917,102.03677297933729,154.106,517.641,1
61737,24.0,69905.36,6090.446666666668,6,5,14,3.0,21,19.0,0.59,1.0,1216.15,38.047022842256304,20.25,160.9015738505894,288.93,419.213,1
50201,35.0,14390.16,1000.18,9,10,26,2.0,33,19.0,0.51,12.0,1327.91,26.99570969831781,18.25,18.294211826964965,48.623,313.101,0
21589,40.0,170391.52,14096.293333333331,3,3,4,0.0,8,7.0,11.98,1.0,307.02,33.468816056126386,30.5,0.0,700.734,968.895,1
66668,39.0,52837.29,4230.1075,6,9,31,6.0,43,24.0,15.47,12.0,4969.21,34.878793163414144,12.5,57819.0,146.902,401.813,1
38639,50.0,29605.9,2579.1583333333333,8,6,16,3.0,21,8.0,9.4,8.0,786.55,34.808148050292786,31.167,53.92845731545354,198.151,295.837,1
9680,47.0,17577.76,1762.813333333333,3,5,19,2.0,25,11.0,9.58,0.0,1447.93,34.758974546738536,31.75,29.295466502012854,213.655,223.331,1
50376,40.0,19181.27,1470.4391666666668,10,7,29,8.0,43,22.0,8.6,9.0,2404.0,31.400167914548906,8.667,117.52975474737563,71.251,218.264,1
31464,53.0,18579.36,1298.28,0,4,2,2.0,4,8.0,15.14,1.0,1329.98,25.9224910832818,29.25,16.17485724568162,71.378,322.275,0
53433,25.0,61102.78,3093.745000000001,7,5,14,4.0,27,10.0,9.11,4.0,432.45,34.063091470178186,30.75,189.800091156221,408.604,153.985,1
14467,49.0,130130.8,10771.233333333334,8,6,16,1.0,21,20.0,7.34,0.0,473.56,30.92520635379491,26.083,102.96632098401048,197.206,1016.951,1
67766,30.0,63675.12,5352.26,3,4,14,0.0,6,17.0,1.02,2.0,681.31,31.109843756464738,17.75,0.0,135.926,698.018,2
49089,46.0,37731.42,3206.285,1,6,6,0.0,21,7.0,9.33,1.0,1204.17,24.4521011044763,20.0,0.0,33.4,527.229,0
61991,41.0,73366.36,5950.863333333334,8,9,27,8.0,49,17.0,23.68,11.0,4029.36,23.42563602982479,5.417,285.3685402526143,228.025,341.693,2
68561,20.0,77108.98,3093.745000000001,5,2,8,3.0,6,9.0,9.6,1.0,482.99,38.14046763340031,17.417,102.35677307207472,167.028,633.491,2
49714,51.0,133424.52,11042.71,4,5,8,0.0,8,3.0,11.38,2.0,523.83,40.694292897319706,30.75,0.0,84.214,1260.057,2
28221,37.0,10363.95,786.6625,10,8,25,2.0,54,14.0,12.24,9.0,2220.97,36.066248216848,10.0,11.451281670970676,103.175,254.04,0
24896,21.0,132897.24,3093.745000000001,3,5,7,1.0,8,0.0,11.35,4.0,1473.37,31.616430303722744,18.25,67.30924983408644,120.771,1171.297,1
7043,44.0,11364.87,1095.0725000000002,6,5,7,3.0,23,18.0,9.4,7.0,1227.03,24.252823734196124,9.5,16.49697207778764,45.322,337.688,1
59760,31.0,60856.6,5282.383333333333,3,6,9,3.0,14,6.0,7.88,3.0,1159.43,38.84417789772332,18.25,124.3912959504273,493.378,200.469,1
14356,18.0,58961.86,4900.488333333334,2,3,8,0.0,9,4.0,15.06,3.0,75.14,33.68930227854907,33.0,0.0,181.04,569.008,1
23977,39.0,76567.6,3093.745000000001,2,3,1,4.0,1,1.0,-0.55,2.0,1082.42,35.412908263634314,19.25,214.2405519380256,218.315,449.708,1
20198,37.0,26196.39,2139.0325,7,6,11,3.0,25,13.0,16.97,3.0,505.37,23.19604862454286,29.917,48.53365137595449,192.586,262.783,2
37109,33.0,43956.23,3820.019166666667,3,4,4,0.0,12,1.0,6.16,2.0,1084.09,40.67746796616444,30.167,0.0,337.099,314.903,2
51359,54.0,34279.21,2741.600833333333,5,2,4985,3.0,14,10.0,4.83,0.0,1133.21,22.5384744395259,32.333,64.8112819096051,333.325,166.024,2
52720,21.0,14184.33,921.0275,6,7,17,0.0,9,12.0,3.71,1.0,1146.79,34.528723211181585,22.167,0.0,23.949,328.153,1
8603,26.0,29901.97,3093.745000000001,3,4,7,2.0,15,14.0,1.07,1.0,319.85,34.76240051276406,18.25,42.43430890767929,138.303,335.546,1
1804,38.0,10034.55,719.2125,4,4,28,6.0,29,9.0,6.65,7.0,1669.84,28.97138651154316,9.583,41.08254704356354,66.864,243.974,0
45471,32.0,10216.36,587.015816993938,10,8,22,5.0,20,23.0,19.55,6.0,3703.66,29.45673779882207,18.25,121.2297292698353,26.724,262.33,0
66955,29.0,79630.14,6689.845,3,1,3,1.0,3,7.0,11.37,0.0,1133.46,37.5266209910658,15.583,34.551060160051215,262.597,661.837,1
29313,32.0,30819.56,2547.2966666666666,7,3,9,4.0,8,14.0,7.68,5.0,401.26,38.86802300898988,14.167,96.84859089516536,70.862,337.019,1
60416,21.0,20090.02,1570.168333333333,8,10,19,4.0,60,19.0,6.73,8.0,2329.28,29.128336871895662,6.167,40.703206956509966,111.685,284.629,0
56861,44.0,35531.83,2743.9858333333336,1,4,12,4.0,15,9.0,1.66,9.0,313.55,24.110977707625256,17.667,75.17187482069276,135.926,374.202,2
27991,50.0,130169.92,11110.493333333336,8,6,17,1.0,24,12.0,9.62,2.0,354.32,34.62314384609375,33.333,91.75812807627116,172.035,1097.257,1
4326,22.0,17855.94,3093.745000000001,8,5,31,8.0,23,23.0,29.19,12.0,3122.53,36.986446388401866,1.833,89.15181924204481,147.979,176.069,0
69925,34.0,16113.89,1454.8241666666663,7,8,17,9.0,19,14.0,22.15,14.0,4298.54,31.571230564145,1.667,103.13185745744244,150.504,181.847,0
43454,43.0,82757.96,6692.496666666668,6,9,30,6.0,61,21.0,9.4,14.0,4340.03,36.61433425087528,5.417,384.751743998896,425.419,119.079,0
28988,45.0,7207.44,625.62,9,5,15,6.0,17,9.0,15.11,9.0,2251.64,30.80212459186877,7.667,53504.0,26.577,280.908,0
34023,53.0,108057.12,8067.3126666749295,1,4,9,4.0,10,10.0,0.92,7.0,173.56,27.207144557196425,20.5,1042.25203963996,467.924,367.948,2
33748,51.0,110468.49,8934.7075,0,7,7,1.0,11,4.0,7.23,2.0,1195.71,31.68316911555091,31.75,52.45822348897336,126.738,954.275,2
42781,23.0,151515.68,12885.306666666664,1,6,11,-100.0,14,14.0,2.68,4.0,1078.49,38.168812617793456,18.25,362.4249714200088,250.889,925.217,0
2583,46.0,50847.22,4156.268333333333,3,6,4831,1.0,2,18.0,6.4,0.0,486.71,36.56803928792653,23.167,23.78387812950614,385.717,276.126,1
